test_idx,question,model_explanation,model_answer,correct_answer,is_correct
310,Kurt's old refrigerator cost $0.85 a day in electricity.  He recently bought a new energy-efficient refrigerator that only cost $0.45 a day in electricity.  How much money does Kurt save in a 30-day month with his new refrigerator?,"## Step 1: Calculate how much it costs to run the old refrigerator for one day.
The old refrigerator costs $0.85 per day.

## Step 2: Calculate how much it costs to run the new refrigerator for one day.
The new refrigerator costs $0.45 per day.

## Step 3: Determine the daily savings from using the new refrigerator instead of the old one.
Daily savings = Cost of old - Cost of new = $0.85 - $0.45 = $0.40 per day.

## Step 4: Calculate the total monthly savings when running both refrigerators for ",12,12,True
311,"On a farm, on average every 6 cows produce 108 liters of milk per week. In five weeks the cows produced 2160 liters of milk. How many cows are on the farm?","## Step 1: Determine how much milk one cow produces in five weeks.
To find out how much milk one cow produces in five weeks, we need to divide the total amount of milk (2160 L) by the number of weeks (5). This will give us the weekly production for all cows combined over those five weeks.

## Step 2: Calculate the weekly milk production from all cows together.
Weekly milk production = Total milk / Number of weeks = 2160 L / 5 = 432 L/week.

## Step 3: Find out how much milk six cows produce in o",5,24,False
312,"In a card game, you are awarded 10 points if you win one round. While playing, Jane ends up with 60 points. If she lost 20 points, then how many rounds did she play?","## Step 1: Determine the total number of points Jane won.
Jane ended up with 60 points after losing some in the game. To find out her actual winnings before any losses were subtracted, we need to add back those lost points since they represent points that would have been added had she not lost them.

## Step 2: Calculate the original amount of points Jane had before losing any.
Since Jane lost 20 points and this represents points she was supposed to gain from winning additional rounds (as oppose",8,8,True
313,"Jeff committed to run for an hour a day during weekdays. On Thursday, he cut short his run by 20 minutes but was able to jog 10 minutes more on Friday. How many minutes was he able to run for that week?","## Step 1: Calculate total running time in one weekday.
Jeff runs for 1 hour (or 60 minutes) every weekday.

## Step 2: Determine how much less Jeff ran on Thursday compared to other days.
On Thursday, Jeff reduced his daily run by 20 minutes.

## Step 3: Calculate additional jogging done on Friday.
He made up some of this lost time by jogging 10 extra minutes on Friday.

## Step 4: Find out net reduction or increase from normal running hours due to changes on Thursday and Friday.
The net effect",50,290,False
314,"The gummy bear factory manufactures 300 gummy bears a minute. Each packet of gummy bears has 50 gummy bears inside. How long would it take for the factory to manufacture enough gummy bears to fill 240 packets, in minutes?","## Step 1: Calculate how many gummy bears are needed to fill one packet.
To find out how many gummy bears are required to fill one packet, we need to divide the number of gummy bears per packet (which is given as 50) by itself since that's what we're trying to figure out isn't directly relevant here but rather understanding the rate at which they produce and pack them.


## Step 2: Determine how many gummy bears are needed to fill all the packets.
Since there are 240 packets and each needs 50 gu",40,40,True
315,"5 squirrels collected 575 acorns. If each squirrel needs 130 acorns to get through the winter, how many more acorns does each squirrel need to collect?","## Step 1: Calculate the total number of acorns needed for all squirrels.
First, we calculate the total number of acorns required for all squirrels to have enough for the winter. Since there are 5 squirrels and each needs 130 acorns, the calculation will be 5 * 130 = 650 acorns in total.

## Step 2: Determine how many acorns each squirrel still needs.
To find out how many more acorns each squirrel needs to collect beyond what they already have (575), subtract this amount from the individual's ta",5,15,False
316,"In a class of 25 students, students were asked if they like French fries, burgers, or neither. 15 students said they like French fries and 10 said they like burgers, with these statistics including the responses of 6 students who said they like both French fries and burgers. How many students do not like either food?","## Step 1: Identify the total number of students in the class.
The total number of students in the class is given as 25.

## Step 2: Calculate the number of students who like only French fries.
We know that 15 students like French fries and 6 of them also like burgers. So, to find out how many students like only French fries, we subtract those who like both from the total liking French fries: 15 - 6 = 9.

## Step 3: Calculate the number of students who like only burgers.
Similarly, since 10 stud",5,6,False
317,"Jake is retrieving the notes on a communal board, putting all of the red notes in the complaints bin and all of the blue notes in the compliments bin. The red notes were in 5 rows with 6 notes in each row. There are 2 blue notes under each of the red notes, as well as another 10 blue notes scattered at the bottom of the board. How many notes in total are put into the complaints and compliments bins?","[STEP 1] Calculate how many red notes there are.
There are 5 rows with 6 notes in each row so we multiply to get the number of red notes.
Red Notes = Rows × Number per Row 
Red Notes = 5 × 6 
Red Notes = 30 

[STEP 2] Determine how many blue notes go underneath the red ones.
Since every red note has two blue notes beneath it, we can find out how many pairs of blue notes exist by multiplying the number of red notes by 2 (since they come in pairs).
Blue Notes Under Red Ones = Red Notes × 2 
Blue N",100,100,True
318,"A flagpole is 12 feet tall. It breaks, folding over in half, such that what was the tip of the flagpole is now dangling two feet above the ground. How far from the base, in feet, did the flagpole break?","## Step 1: Understand the initial position and final position of the flagpole.
The original height of the flagpole is given as 12 feet. When it folds over due to breaking, its top end ends up being 2 feet above the ground.

## Step 2: Determine how much of the pole's length remains intact after the fold.
Since the entire pole folded over (from the midpoint), we can infer that the part below the break point must be twice the distance from the base to the break point because one segment will exten",2,7,False
319,Mr. John jogs for 1 hour 30 minutes in the morning every day. How much time (in hours) will he have spent jogging after two weeks?,"## Step 1: Calculate how many days are there in two weeks.
There are 7 days in a week and we need to find out how many days are there in two weeks. So, 14/7 = 2.

## Step 2: Convert the daily jog duration into just hours.
Mr. John jogs for 1 hour 30 minutes which can be converted into decimal form as follows: 1 + (30 / 60) = 1.5 hours per day.

## Step 3: Multiply the number of days jogged by the daily jog duration to get total hours jogged.
Multiply the result from step 1 by the result from ste",3,21,False
320,Mark loves to see shows in theaters. He decided to visit the theater at least once a week. One performance lasts 3 hours. The price of the ticket depends on the time spent in the theater and stands at $5 for each hour. How much will Mark spend on visits to the theater in 6 weeks?,"## Step 1: Calculate how many performances Mark attends per month.
Mark decides to attend the show at least once a week. Since there are approximately 4 weeks in a month (ignoring leap years), he would attend about 4 times a month.

## Step 2: Determine the total number of performances over six months.
Since we're calculating expenses over six months, and assuming one performance per week as stated initially might not align perfectly due to potential variations in weekly schedules or other facto",6,90,False
